fips,votes.dem,votes.rep,votes.other,total,share.dem,share.rep,share.other,Y,rep.past,dem.past,other.past,cvap,white_pct,black_pct,hispanic_pct,nonwhite_pct,foreignborn_pct,female_pct,age29andunder_pct,age65andolder_pct,median_hh_inc,clf_unemploy_pct,lesshs_pct,lesscollege_pct,lesshs_whites_pct,lesscollege_whites_pct,rural_pct,ruralurban_cc,voterID,state_fips,state,state_po,state_code
1125,829,522,0,1351,0.613619541080681,0.38638045891931905,0,-0.4625525672526563,165519,129656,5947,155400,62.97889574,30.96147103,3.292323345,37.02110426,3.520010273,51.76000514,47.17169372,11.72217256,48022,6.989951044,11.85822744,70.63050627,9.302010613,65.49698962,25.50807578,3,1,1,Alabama,AL,1
1127,4111,18897,0,23008,0.1786769819193324,0.8213230180806675,0,1.5253368713921602,94106,16612,1447,50325,89.56443523,5.657615904,2.260911988,10.43556477,1.428506091,51.29968137,36.11818334,18.12845883,37025,10.99016197,21.4450069,89.45719107,20.99545346,89.15290739,74.08799964,1,1,1,Alabama,AL,1
1129,2004,4802,0,6806,0.29444607699089037,0.7055539230091096,0,0.8738873145764431,23319,7813,238,12865,65.0600272,24.77378911,1.295168254,34.9399728,1.029037791,50.38736767,37.5303093,16.71890709,40293,16.13670134,20.26206178,90.37660535,19.4565496,88.70802358,100,8,1,1,Alabama,AL,1
1133,829,6836,0,7665,0.1081539465101109,0.8918460534898891,0,2.1097378891001863,35454,3427,447,18770,94.27393495,0.408112273,2.915087661,5.726065048,1.307625036,50.80164911,33.37358931,20.02248782,33896,8.734293595,23.99560032,86.91096446,22.83005106,87.17481157,84.89217448,6,1,1,Alabama,AL,1
4001,16905,8078,0,24983,0.6766601288876436,0.3233398711123564,0,-0.7384651190186282,24166,52170,4594,50380,18.57186299,0.486550742,5.947806375,81.42813701,1.719514555,50.5985127,45.85464297,13.32209106,32460,15.80743337,21.75825183,88.94106329,8.916757184,76.96257529,74.06107553,6,1,4,Arizona,AZ,2
4003,18539,26198,0,44737,0.4143997138833628,0.5856002861166373,0,0.34580645072500193,91370,51724,5626,92915,56.29949211,3.714394938,34.40320806,43.70050789,11.45837397,49.06964588,37.90227576,19.75627453,45383,8.567107589,13.40917082,76.83705527,6.990228131,71.47914672,36.30106741,3,1,4,Arizona,AZ,2
4005,35864,18780,0,54644,0.6563209135495205,0.34367908645047945,0,-0.6469415330730215,61380,95586,11599,104265,54.61959671,1.342855487,13.71103256,45.38040329,4.825298412,50.58161432,48.94614092,10.87394252,51106,8.238304813,11.08538134,65.79143946,4.446753247,53.17402597,31.46606557,3,1,4,Arizona,AZ,2
4007,7532,12606,169,20307,0.3709065839365736,0.6207711626532723,0.008322253410154135,0.5150122802960123,41340,22450,16421,41290,63.2223246,0.552849809,18.54867523,36.7776754,4.249797853,50.29616954,32.23828955,26.39763817,40593,12.12993221,15.72995824,82.26262417,10.96311475,78.47628806,41.06199974,4,1,4,Arizona,AZ,2
4009,3658,6886,0,10544,0.34692716236722304,0.6530728376327769,0,0.632573814947658,22879,11242,9983,25960,51.46153641,1.811932106,32.09784433,48.53846359,4.385941539,46.31351755,46.39345573,12.31580911,47422,14.42410428,14.58079666,86.67594364,6.920332937,80.4359889,46.43739925,7,1,4,Arizona,AZ,2
4011,1160,1379,0,2539,0.45687278456085073,0.5431272154391493,0,0.17293859369289155,5029,3864,2530,6355,47.77753686,1.777970512,46.50910668,52.22246314,4.575021683,46.8235039,44.75281873,11.52428448,51813,8.879222108,12.14483714,87.8031878,9.112071832,83.23910875,46.56868555,7,1,4,Arizona,AZ,2
