Dist,GOPVote,DemVote,OtherVote,stateID,VID,PVI_GOP_State,PVI_GOP,TotPop,Black,BlackPct,White,WhitePct,Hispanic,HispanicPct,Female,FemalePct,Under35,Under35Pct,AtLeast65,AtLeast65Pct,MedianHHInc,Unemployed,BachelorDegreeOrHigher
IN-07,106146,176422,0,13,1,9,-11,777205,238968,0.307471002,449793,0.57873148,89477,0.11512664,401169,0.516168836,402594,0.518002329,95364,0.122701218,46118,6.3,25
IN-08,214643,95691,10283,13,1,9,15,716924,32611,0.045487388,653565,0.911623826,19613,0.027357154,360735,0.503170489,316550,0.441539131,129058,0.180016292,54326,4.8,22.1
IN-09,222057,122566,14415,13,1,9,13,765896,23240,0.030343545,694589,0.906897281,27431,0.035815568,388802,0.507643335,350462,0.45758432,125971,0.164475333,60448,3.3,27.1
IA-01,212088,201347,0,14,1,3,-1,774014,32737,0.042295101,700111,0.904519815,33640,0.043461746,390371,0.504346175,345241,0.446039736,142348,0.183908818,61542,3.8,27.6
IA-02,196964,196958,0,14,1,3,-1,782989,38134,0.048703111,693896,0.886214238,45684,0.058345647,393871,0.503035164,353746,0.451789233,138580,0.176988438,59569,4.1,28.4
IA-03,212997,219205,15361,14,1,3,1,848170,43685,0.051505005,748148,0.882073169,60724,0.071594138,430015,0.506991523,395151,0.465886556,129257,0.152395157,67681,4.1,35.2
IA-04,237369,144761,0,14,1,3,11,749897,14779,0.01970804,693381,0.924634983,57434,0.076589185,370429,0.493973172,338227,0.451031275,143390,0.191212927,58270,2.8,25.4
KS-01,208229,84393,0,15,1,13,24,694498,19109,0.027514838,610172,0.878579924,113616,0.163594424,345522,0.497513312,334824,0.48210938,121609,0.175103456,55188,3.5,26.1
KS-02,185464,136650,14201,15,1,13,10,715881,34000,0.047493927,618520,0.863998346,50531,0.070585754,359953,0.502811221,330353,0.461463567,126905,0.177271083,56515,3.5,29.4
KS-03,178773,220049,11596,15,1,13,4,779860,65806,0.084381812,616313,0.790286718,97137,0.124556972,396887,0.508920832,365171,0.468251994,112983,0.144876003,81792,3.1,48.5
KS-04,203432,116166,0,15,1,13,15,723075,48322,0.066828476,591897,0.818583135,93520,0.129336514,364665,0.504325277,342258,0.473336791,116499,0.161116067,58119,5,30
KY-01,246329,82141,0,16,1,15,23,717704,50272,0.07004559,636458,0.886797343,22485,0.031329072,360559,0.502378418,311193,0.433595187,136103,0.189636675,46999,4.9,17.2
KY-02,255735,94643,10019,16,1,15,19,774897,40149,0.051812047,690264,0.890781614,26203,0.033814817,393822,0.508224964,351603,0.453741594,126528,0.163283636,53496,4.9,21.9
KY-03,137425,230672,0,16,1,15,-6,742543,170844,0.230079605,526605,0.709191252,45239,0.060924418,383923,0.517038071,337100,0.453980443,123986,0.166974842,57546,4.6,34.4
KY-04,256613,125896,0,16,1,15,18,761936,24620,0.032312425,700198,0.918972197,25953,0.034061916,384033,0.504022648,335891,0.440838863,123467,0.162043794,66327,3,29
KY-05,250914,47056,0,16,1,15,31,689793,8083,0.011718008,665179,0.964316831,9705,0.014069438,346525,0.502360853,291759,0.42296602,125657,0.182166244,35636,7.5,13.8
KY-06,216948,155011,6491,16,1,15,9,780800,69199,0.088625768,654987,0.838866547,38432,0.049221311,400606,0.513071209,368377,0.471794314,118818,0.152174693,55613,4.8,33.3
LA-01,270330,94730,9309,17,1,11,24,799917,112319,0.140413318,635105,0.793963624,70979,0.088732956,416558,0.520751528,352022,0.440073158,139079,0.173866789,61431,4.2,32.2
LA-02,63140,235320,18522,17,1,11,-25,788021,484763,0.615165078,247449,0.314013205,52181,0.066217778,406077,0.515312409,364293,0.462288442,120842,0.153348705,44124,7.6,25.5
LA-03,230480,100275,9365,17,1,11,20,785101,196006,0.24965705,548286,0.69836365,32885,0.041886331,403526,0.51397973,371065,0.472633457,118430,0.150846834,51504,5.2,23.3
LA-04,204608,101970,0,17,1,11,13,737674,250359,0.339389758,448340,0.60777525,32679,0.044300057,372526,0.505000854,336050,0.455553537,128464,0.174147388,44580,6.1,19.3
LA-05,209990,99566,0,17,1,11,15,734377,258019,0.351344064,445163,0.606177753,19978,0.027204011,367002,0.499746043,335169,0.456399097,119914,0.163286704,41257,5.5,18.2
LA-06,265706,95541,12749,17,1,11,19,803704,202551,0.252021889,550441,0.684880254,41501,0.05163717,414903,0.516238565,393416,0.489503598,115465,0.143666076,65549,4.3,30.2
ME-01,165008,271004,0,18,0,-3,-8,686731,14754,0.021484395,642538,0.935647291,13182,0.019195289,354124,0.515666251,267022,0.388830561,144026,0.209726953,67392,3,40.5
ME-02,175228,197974,0,18,0,-3,2,657481,7229,0.010994995,620749,0.944132226,9885,0.015034655,333758,0.507631399,250269,0.380648262,141952,0.215902817,51202,4,25.4
MD-01,250901,143877,0,19,0,-12,14,737341,91687,0.124348165,603276,0.81817775,33554,0.04550676,375647,0.509461701,303906,0.412164792,143316,0.194368684,80022,3.2,33.1
MD-02,106355,224836,0,19,0,-12,-11,750702,277135,0.369167792,382427,0.509425844,57743,0.076918671,394477,0.525477486,351474,0.468193771,110002,0.146532179,73004,5,32.9
MD-03,112117,260358,0,19,0,-12,-13,779502,182974,0.234731919,481237,0.617364676,73563,0.094371791,405770,0.5205503,366048,0.469592124,115022,0.147558313,94736,4.7,52.2
MD-04,71671,282119,0,19,0,-12,-28,758795,397281,0.523568289,216598,0.285449957,132579,0.174723081,389287,0.513033164,345239,0.45498323,107267,0.141364927,88207,5,35.6
MD-05,123525,274210,0,19,0,-12,-16,756743,296382,0.391654763,354165,0.468012258,78451,0.103669277,392143,0.518198384,338793,0.447698889,110218,0.145647862,101298,4.3,34.3
MD-06,143599,215540,6893,19,0,-12,-6,769046,109661,0.142593551,510251,0.663485669,100711,0.130955756,391169,0.508641876,333314,0.433412306,117976,0.153405648,88592,3.9,43.3
MD-07,92825,237084,0,19,0,-12,-26,717158,376343,0.524769995,255721,0.356575538,28944,0.040359307,373649,0.521013501,315408,0.439802666,117337,0.163613876,63082,6.1,40.1
MD-08,127157,274716,0,19,0,-12,-14,776393,98596,0.126992387,493234,0.635289087,137626,0.177263319,395525,0.509439163,328215,0.422743379,138749,0.178709751,109016,4,54.4
MA-02,132220,249854,0,20,0,-12,-9,759750,39423,0.051889437,631470,0.831154985,79317,0.104398815,393864,0.518412636,334388,0.44012899,127028,0.167197104,77375,4.2,40.7
MA-04,160474,251102,0,20,0,-12,-9,765466,27124,0.035434624,640671,0.836968592,38257,0.049978706,395526,0.516712695,325675,0.425459785,127876,0.167056407,104857,3.4,52
MA-05,101351,294427,0,20,0,-12,-18,768043,43083,0.056094516,567113,0.738387043,76799,0.099993099,392266,0.510734425,349313,0.454809171,123477,0.160768342,106311,3.2,60.1
MA-06,150695,286377,0,20,0,-12,-6,770998,31328,0.04063305,654348,0.848702591,80627,0.10457485,402312,0.521806801,308214,0.399759792,147077,0.190761844,97115,3.6,47.4
MA-09,154261,269262,9717,20,0,-12,-4,748141,27319,0.036515844,657251,0.878512206,44690,0.059734729,388601,0.519422141,287368,0.384109413,170256,0.227572075,77167,3.9,37.8
MI-01,256581,153328,6310,21,1,-1,9,697102,9777,0.014025207,642735,0.922009978,13254,0.019013,343952,0.493402687,260231,0.37330405,168721,0.242032013,51553,5.2,26.2
MI-02,238711,154122,10414,21,1,-1,9,746998,46328,0.062018908,633304,0.847798789,72073,0.096483525,376632,0.504194121,350390,0.469064174,123036,0.164707268,59356,3.8,27.5
MI-03,213649,189769,0,21,1,-1,6,752287,62185,0.082661272,623004,0.828146705,60188,0.0800067,379270,0.504155994,351787,0.467623394,115897,0.154059554,64919,4.5,32.1
MI-04,242621,120802,9822,21,1,-1,10,702887,12781,0.018183577,658899,0.937418106,24643,0.03505969,349641,0.497435576,298308,0.424403923,138635,0.19723654,54166,4.8,23.4
MI-05,150772,196599,13661,21,1,-1,-5,672466,117430,0.174625929,518850,0.771563172,34131,0.050754982,347869,0.517303477,282740,0.420452484,128491,0.191074344,47655,7.5,20.2
MI-06,211496,152085,14839,21,1,-1,4,721508,61209,0.084834818,612051,0.848294128,47106,0.065288257,366268,0.507642327,325614,0.451296451,128301,0.177823392,56520,4.3,28.5
MI-07,227524,159743,0,21,1,-1,7,710064,28724,0.040452692,645163,0.90859838,31998,0.045063544,353580,0.497955114,291420,0.410413709,135879,0.191361624,61379,4.1,26.7
MI-08,202525,217922,7897,21,1,-1,4,740750,45067,0.06083969,630546,0.85122646,38636,0.052157948,381075,0.514444819,333517,0.450242322,117388,0.158471819,74841,4.5,42.2
MI-09,153296,230318,15502,21,1,-1,-4,718223,99489,0.138521044,549812,0.765517117,18524,0.025791432,368645,0.513273733,310880,0.432846066,124540,0.173400184,62943,4.5,31.3
MI-10,271607,138179,0,21,1,-1,13,721753,22970,0.031825292,663644,0.919489077,24426,0.033842603,365141,0.505908531,288790,0.400123034,139079,0.192696116,67472,4.8,24.9
MI-11,215405,226128,8936,21,1,-1,4,735677,35731,0.048568869,593221,0.806360672,32329,0.043944557,370003,0.502942188,300156,0.407999706,129888,0.176555744,88253,3,49.1
MI-12,117719,254957,11147,21,1,-1,-14,704912,79610,0.112936083,547006,0.775991897,43948,0.062345371,359699,0.510275041,341029,0.483789466,109153,0.154846279,62253,4,34.9
MI-13,53311,223205,9369,21,1,-1,-32,672291,363772,0.541093068,258937,0.38515613,51971,0.077304322,350524,0.521387316,332990,0.495306348,96286,0.143220718,39005,8.5,16
MI-14,62664,271370,8269,21,1,-1,-30,689939,385996,0.559463953,234993,0.340599676,32746,0.047462167,358653,0.519832913,326395,0.473078055,111115,0.16105047,50438,7.9,35
MN-01,179234,167890,21448,22,0,-1,5,679003,21232,0.031269376,604755,0.89065144,46456,0.06841796,342126,0.503865226,310634,0.45748546,121175,0.178460184,66330,2.4,31.1
MN-02,194954,204534,24751,22,0,-1,2,717698,40955,0.057064392,593539,0.827003837,46414,0.064670655,360477,0.502268364,325173,0.453077757,103346,0.1439965,90531,3.3,40.7
MN-03,196625,246666,0,22,0,-1,-1,730214,60789,0.083248198,564634,0.773244556,29233,0.04003347,373534,0.511540453,310215,0.424827516,116433,0.159450517,98877,2.5,50.2
MN-04,112730,245813,29537,22,0,-1,-14,719873,77715,0.107956542,504711,0.701111168,48538,0.067425782,367437,0.510419199,343874,0.477687036,108378,0.150551556,75665,3.3,44.7
MN-05,102878,255924,37979,22,0,-1,-26,724373,121205,0.167324017,487035,0.672353884,71650,0.098913129,362980,0.50109543,368550,0.508784839,98290,0.135689762,68709,4,48.3
MN-06,270901,140853,0,22,0,-1,12,729029,30110,0.041301512,647996,0.888848043,24837,0.034068604,361838,0.496328678,341039,0.467798949,97539,0.133793032,84159,3,32.5
MN-07,194066,144840,24209,22,0,-1,12,668096,11006,0.01647368,603675,0.903575235,34594,0.051779984,334964,0.50137106,290197,0.434364223,134138,0.200776535,60932,3.2,23.4
MN-08,223432,147853,22190,22,0,-1,4,671346,7279,0.010842397,621243,0.925369333,12495,0.018611863,332060,0.494618274,268316,0.399668725,142192,0.211801366,61659,3.7,24.6
MS-01,228787,104008,0,23,1,9,16,769026,222636,0.289503866,513762,0.66806844,25750,0.033483913,395076,0.513735556,350457,0.455715411,123593,0.160713682,50243,4.3,21.5
MS-02,101037,196331,0,23,1,9,-14,692452,464171,0.670329496,211581,0.305553309,12888,0.01861212,357510,0.516295714,327295,0.472660921,111572,0.16112597,37372,9.5,19
MS-03,221064,120782,0,23,1,9,13,738992,261390,0.353711542,447016,0.604899647,17446,0.023607833,385919,0.522223515,336607,0.455494782,124053,0.167867852,49863,5.1,26.5
MO-01,59940,249087,7144,24,1,9,-29,727772,356860,0.490345878,308948,0.424512072,25856,0.03552761,383306,0.526684181,353803,0.486145386,106360,0.146144672,50163,5.2,33.5
MO-02,233157,204540,11647,24,1,9,8,751926,27710,0.036852031,666694,0.88664842,23553,0.031323561,390178,0.518904786,298117,0.396471195,151619,0.201640853,88684,2.7,51.8
MO-03,282866,116095,8344,24,1,9,18,802919,31939,0.039778608,736085,0.916761218,21486,0.02675986,399848,0.497992948,349579,0.435385138,133934,0.166808856,69621,3.2,28.3
MO-04,245247,107635,9954,24,1,9,17,775664,36132,0.046582025,688277,0.887339106,30373,0.039157419,388740,0.50117061,365446,0.471139566,131541,0.169585027,53237,4,26
MO-05,135934,207180,9272,24,1,9,-7,777659,165064,0.212257558,534414,0.687208661,72855,0.093685021,398163,0.512002047,364463,0.468666858,122528,0.157560062,55239,3.6,29.8
MO-06,258709,118926,8144,24,1,9,16,777104,35330,0.04546367,693307,0.892167586,32999,0.042464072,395659,0.509145494,346896,0.446395849,131707,0.169484393,62094,3.2,28.8
MO-07,254318,98111,15573,24,1,9,23,787917,14714,0.018674556,717901,0.911137848,42898,0.054444821,400866,0.508766786,362454,0.460015458,140534,0.178361426,47679,3.9,24.9
MO-08,253811,70561,5854,24,1,9,24,736467,35309,0.047943764,677313,0.919678682,14314,0.019436037,372499,0.505791841,314230,0.426672207,139720,0.189716579,45656,4.8,17.8
MT-AL,339169,262340,0,25,1,11,11,1068778,7787,0.007285891,940423,0.879904901,40328,0.037732813,531608,0.497397963,459947,0.430348491,207909,0.19452964,57153,4.1,33.6
NE-01,189006,119622,8938,26,0,14,11,651958,18112,0.027780931,574306,0.880894168,65485,0.100443587,322463,0.494607015,317751,0.487379555,101033,0.154968572,63921,3,33
NE-02,171071,155706,10185,26,0,14,4,684882,67773,0.098955733,553442,0.808083728,81359,0.118792726,347296,0.507088812,341999,0.499354633,90068,0.131508785,71277,4.1,42.2
NE-03,225157,50690,10923,26,0,14,27,597568,8774,0.014682848,539015,0.902014499,72628,0.121539306,297999,0.498686342,260819,0.436467482,121194,0.202812065,55729,2.7,23.7
NV-01,74490,137868,10855,27,0,-1,-15,712411,85885,0.12055541,365927,0.513645915,334593,0.469662877,353036,0.495551023,339757,0.476911502,100897,0.141627516,44078,6.1,17.6
NV-02,216078,155780,10815,27,0,-1,7,736907,14496,0.01967141,578127,0.784531834,172877,0.234598124,361936,0.4911556,324868,0.440853459,131833,0.178900458,69972,4.5,27.3
NV-03,190975,203421,22856,27,0,-1,2,857197,75071,0.087577301,552971,0.645092085,145320,0.169529291,435202,0.507703597,365778,0.426714046,141690,0.165294559,79169,4.3,34.6
NV-04,152284,168457,11728,27,0,-1,-3,773641,120732,0.156056879,492091,0.636071511,247809,0.320315237,385203,0.497909237,362342,0.468359355,123799,0.16002125,62241,5.7,21.1
NH-01,185159,205606,9747,28,1,0,2,686735,11005,0.016025104,637422,0.928192097,28283,0.041184736,351160,0.511347172,278403,0.405400919,125064,0.182113916,79996,3.2,38.2
NH-02,168491,207863,9093,28,1,0,-2,672976,10995,0.016337878,621154,0.922995768,25899,0.038484285,335591,0.498667114,272288,0.404602839,128083,0.19032328,76368,2.8,36.9
NJ-01,144463,240567,0,29,0,-7,-13,726825,123518,0.16994187,494276,0.680048155,102600,0.141161903,375308,0.516366388,321186,0.441902796,118007,0.162359578,75244,5.2,33.4
NJ-02,195526,173849,7172,29,0,-7,1,707255,90885,0.128503864,523412,0.740061223,121410,0.171663686,358647,0.507097157,288119,0.407376406,139974,0.197911644,68127,5.9,27.2
NJ-03,196327,229840,5595,29,0,-7,2,735981,84650,0.115016556,581851,0.790578833,67228,0.091344749,380760,0.517350312,292320,0.397184166,149443,0.203052796,85746,4.7,36
NJ-04,254103,162420,7845,29,0,-7,8,748199,46408,0.062026279,643157,0.859606869,84058,0.112347116,378017,0.505235906,318984,0.426335774,143930,0.192368608,91212,3.6,44.3
NJ-05,193333,225175,5128,29,0,-7,3,734764,40708,0.055402823,581149,0.790932871,106960,0.145570551,376308,0.512148118,291146,0.396244236,138722,0.188798036,110329,3.6,50.6
NJ-06,126760,199648,0,29,0,-7,-9,739726,80117,0.108306319,451276,0.610058319,165864,0.224223564,374886,0.506790352,342540,0.46306335,102850,0.139037968,91654,3.8,41.1
NJ-07,214318,219629,0,29,0,-7,3,734239,36502,0.049714058,549923,0.748970022,105066,0.143095096,374491,0.510039646,292479,0.398343046,123926,0.168781555,115585,4.5,54.8
NJ-08,58686,176758,3329,29,0,-7,-27,766357,81979,0.106972338,442827,0.577833829,424742,0.554235167,383989,0.501057601,382298,0.498851058,84385,0.110111867,65658,3.8,35.3
NJ-09,98629,203674,7239,29,0,-7,-16,762322,68199,0.089462196,478125,0.627195595,305882,0.40125039,390067,0.511682727,343139,0.450123439,115882,0.152011879,81431,4,35.6
NJ-10,40298,241522,8189,29,0,-7,-36,761783,388608,0.510129525,236569,0.310546442,152563,0.200270943,395397,0.519041512,363514,0.477188386,101811,0.133648296,61975,6.9,32.3
NJ-11,206013,235163,0,29,0,-7,3,717657,33240,0.046317391,586527,0.8172804,82834,0.115422827,369454,0.514805819,283871,0.395552471,131419,0.183122299,120847,4.1,57.1
NJ-12,114591,230883,6251,29,0,-7,-16,747082,129029,0.172710626,395203,0.528995478,137638,0.184234127,382275,0.511690818,319823,0.428096246,124726,0.166950884,87559,6,47.1
NM-01,134337,186953,0,30,0,-3,-7,691229,18428,0.026659761,514572,0.744430572,352783,0.510370659,354646,0.513065858,305739,0.442312172,122284,0.176908087,55318,5.1,34.5
NM-02,142283,122546,0,30,0,-3,6,705615,16873,0.023912474,578192,0.819415687,394506,0.559095257,348731,0.49422277,331798,0.470225264,124971,0.17710933,46817,5.9,20.5
NM-03,131166,186282,0,30,0,-3,-8,699985,13036,0.018623256,457189,0.653141139,285661,0.408095888,356744,0.509645207,311931,0.445625263,130475,0.186396851,53357,5.5,27.7
NY-01,205715,169294,0,31,0,-11,5,713168,36942,0.051799856,609438,0.8545504,127633,0.178966246,367166,0.514838019,297430,0.417054607,128258,0.179842618,101701,3.5,38.3
NY-02,177353,154123,3446,31,0,-11,3,698974,69762,0.099806288,516218,0.73853677,164794,0.235765565,355492,0.508591164,301378,0.431171975,113225,0.161987427,108725,2.6,32.6
NY-03,161907,208412,2154,31,0,-11,-1,725746,20765,0.028611939,532099,0.733175243,80656,0.111135301,366984,0.505664516,275698,0.379882218,155814,0.214694948,126191,3.3,56.2
NY-04,153007,199762,3024,31,0,-11,-4,730314,111223,0.152294766,470752,0.644588492,163808,0.224298042,373544,0.511484101,315080,0.431430864,122940,0.16833855,110677,3.6,43.6
NY-06,74829,158862,0,31,0,-11,-16,714299,38428,0.053798199,295148,0.413199514,141832,0.198561107,369469,0.517246979,288673,0.404134683,124241,0.173934165,70529,3.7,38.2
NY-07,32520,191073,1522,31,0,-11,-38,698794,81657,0.11685418,338843,0.484896837,273010,0.390687384,354108,0.506741615,351066,0.502388401,87384,0.125049729,66891,4.8,36.8
NY-08,42007,234933,0,31,0,-11,-36,776825,403080,0.518881344,245758,0.316362115,132766,0.170908506,427313,0.550076272,371237,0.47789013,120604,0.15525247,59806,4.7,35.2
NY-09,43950,230221,2696,31,0,-11,-34,720316,336566,0.467247708,260531,0.361689869,87412,0.121352295,384857,0.534289118,336034,0.466509143,112836,0.156647916,69754,4.6,40.6
NY-10,66889,206310,3370,31,0,-11,-26,732732,27045,0.036909811,503607,0.687300405,98403,0.134296032,374603,0.511241491,340679,0.464943526,118460,0.161668932,103331,3.6,63.3
NY-11,155608,137198,0,31,0,-11,3,737390,57105,0.077442059,511527,0.693699399,127339,0.172688808,379031,0.514017006,321940,0.436593933,125902,0.170740043,81253,3.9,38.1
NY-12,53061,265172,4015,31,0,-11,-31,725760,38876,0.053565917,515038,0.709653329,104219,0.143599813,379960,0.523533951,341554,0.470615631,119460,0.164599868,124502,2.8,72.5
NY-13,19829,231841,3295,31,0,-11,-43,751661,221387,0.29453038,225691,0.300256366,409547,0.544855992,393979,0.524144528,372612,0.49571815,100296,0.133432492,46298,7.6,32.9
NY-14,58440,152661,2000,31,0,-11,-29,696664,72978,0.104753511,288342,0.413889623,347621,0.498979422,343607,0.493217677,318775,0.457573522,106108,0.152308717,66749,4.8,28.2
NY-15,21221,169533,0,31,0,-11,-44,739390,310436,0.419854204,120577,0.16307632,472895,0.639574514,396387,0.536100028,399628,0.540483371,75652,0.102316775,31061,10.6,14.6
NY-17,117307,197353,17995,31,0,-11,-7,737355,83239,0.112888636,509344,0.690771745,167343,0.226950383,377433,0.511874199,330582,0.448334927,120851,0.163897987,108449,4.9,49.6
NY-18,145098,187169,3162,31,0,-11,1,718624,76169,0.105992842,554583,0.771729027,131573,0.183090183,359044,0.499627065,316556,0.440502961,114260,0.158998308,91723,3,36.2
NY-19,151475,192100,7043,31,0,-11,2,701011,34081,0.048616926,610864,0.8714043,59070,0.084264013,350429,0.499890872,269474,0.384407663,148092,0.211254888,67004,3.7,31.2
NY-20,139446,219705,0,31,0,-11,-7,725669,67434,0.092926665,568073,0.782826606,48551,0.066905159,372460,0.513264312,323873,0.446309543,129486,0.178436725,71156,4.2,40.4
NY-21,188649,131992,0,31,0,-11,4,694835,19695,0.028344859,642777,0.925078616,23805,0.034259932,339336,0.488369181,294977,0.424528125,129677,0.186629919,57320,4.4,24.7
NY-22,155492,155480,0,31,0,-11,6,688391,26576,0.038605967,610787,0.887267556,27723,0.040272171,346728,0.503678869,299856,0.435589658,131296,0.190728815,56615,4.3,26.1
NY-23,181060,129014,3650,31,0,-11,6,687583,20206,0.029386998,621613,0.90405522,28735,0.041791318,346507,0.503949341,298456,0.434065415,134467,0.195564754,53769,4.4,28
NY-24,182567,147638,13232,31,0,-11,-3,701841,59333,0.084539091,584533,0.83285673,33280,0.047418147,358631,0.510986107,304649,0.43407125,124519,0.177417677,60899,3.9,32
NY-25,136198,206396,5325,31,0,-11,-8,714657,113229,0.158438244,535686,0.749570773,67507,0.094460699,368929,0.516232262,320539,0.448521459,127736,0.178737492,61336,4.6,40.4
NY-26,91687,223276,4628,31,0,-11,-11,703114,128828,0.183224911,494724,0.703618474,49337,0.070169276,366305,0.520975261,322906,0.459251274,122413,0.174101213,52122,3.8,31.5
NY-27,229044,149559,4884,31,0,-11,11,719554,18872,0.026227358,666977,0.926931127,20931,0.029088852,361574,0.50249738,282536,0.392654339,143408,0.199301234,69186,3.3,33.1
NC-01,159748,188870,0,32,1,3,-17,763500,340076,0.445417158,359842,0.471305828,68869,0.090201703,402269,0.526874918,348764,0.456796333,130551,0.170990177,47469,5.5,28.9
NC-02,172544,311887,10914,32,1,3,7,888547,170552,0.191944827,638363,0.718434703,86596,0.097457985,452469,0.509223485,395083,0.444639394,125454,0.141190055,75366,5.4,38.3
NC-03,229800,132752,0,32,1,3,12,761753,150734,0.19787779,557793,0.732249167,64167,0.084235966,374241,0.491289171,353976,0.46468606,135639,0.178061655,53545,5.5,25.3
NC-04,161298,332421,0,32,1,3,-17,873270,197616,0.226294273,523931,0.599964501,99150,0.113538768,450330,0.515682435,433633,0.496562346,103735,0.118789149,75687,3.8,55.9
NC-05,257843,119846,7555,32,1,3,10,765013,112117,0.146555679,606473,0.792761692,76787,0.100373458,395443,0.51691017,329793,0.431094635,141690,0.185212539,49376,5.4,26.8
NC-06,153598,253531,0,32,1,3,9,791470,157325,0.198775696,561103,0.708937799,83394,0.105365965,412079,0.520650183,333484,0.421347619,142789,0.18040987,54132,4.2,25.3
NC-07,272443,179045,0,32,1,3,9,816402,146207,0.179087018,608631,0.745504053,79568,0.09746179,426626,0.522568539,339974,0.416429651,168951,0.206945843,53066,4,28.2
NC-08,202774,177781,0,32,1,3,8,815055,187535,0.230088767,526577,0.646063149,89408,0.109695665,411209,0.504516873,397782,0.488043138,123387,0.151384876,54507,4.9,27.6
NC-09,224661,179463,0,32,1,3,8,796413,156118,0.196026434,512665,0.643717518,60578,0.07606355,410530,0.515473755,350029,0.439506889,121485,0.152540202,66208,4.3,35.9
NC-10,284095,128189,0,32,1,3,12,771791,97258,0.126015981,626605,0.811884305,54875,0.071100855,398714,0.516608771,317332,0.411163126,150398,0.194868818,53189,5,26.2
NC-11,245351,190609,14185,32,1,3,14,772612,25552,0.033072228,691103,0.894502027,51806,0.067053062,395153,0.511450767,291885,0.377789887,180333,0.233406936,51884,3.6,26.3
NC-13,267181,124684,0,32,1,3,6,780466,177941,0.227993276,530622,0.679878432,66379,0.08505047,401045,0.513853262,351913,0.450901128,133243,0.170722363,56718,4.3,30.5
ND-AL,245229,97970,12024,33,1,17,16,762062,22256,0.029204973,653910,0.858079789,30486,0.040004619,373723,0.490410229,375261,0.492428438,120177,0.157699767,64577,2.6,30.4
OH-01,199560,172022,13692,34,1,3,5,749773,160639,0.21425018,530281,0.707255396,25303,0.033747548,380430,0.507393571,355688,0.47439425,109166,0.145598735,63648,4.5,37.9
OH-02,230430,146781,0,34,1,3,9,730151,67536,0.092495936,629338,0.86192856,17880,0.024488085,377084,0.516446598,317896,0.435383914,130770,0.17909994,61220,4,33.1
OH-03,93569,227420,0,34,1,3,-19,813890,281245,0.345556525,430038,0.528373613,58824,0.072275123,417204,0.512604897,438940,0.539311209,89219,0.109620465,51435,5.3,29.9
OH-04,235875,101897,9584,34,1,3,14,712261,37072,0.052048336,635946,0.892855288,27628,0.038789152,357496,0.501917134,301563,0.423388337,130897,0.183776734,60212,3.7,20
OH-05,257019,120962,0,34,1,3,11,721212,21680,0.030060509,657924,0.912247716,43160,0.059843708,365543,0.506845421,321068,0.445178394,129747,0.179901333,63702,3.8,28
OH-06,249130,85661,0,34,1,3,16,698284,14966,0.02143254,664685,0.951883474,8501,0.01217413,351297,0.503086137,280792,0.40211719,142323,0.203818217,52442,4.8,17.8
OH-07,236607,102271,11671,34,1,3,12,727011,30350,0.041746273,669556,0.920970934,21349,0.029365443,366161,0.503652627,310544,0.427151721,137858,0.189622991,57897,3.5,21.1
OH-08,246277,110766,0,34,1,3,17,733811,49886,0.067982083,642366,0.875383443,27497,0.037471502,373240,0.508632332,330132,0.44988696,125298,0.170749689,62845,4.3,25.3
OH-09,111385,190328,0,34,1,3,-14,697570,110801,0.15883854,519976,0.745410496,75942,0.108866494,364014,0.521831501,325378,0.466444945,116754,0.16737245,45076,6.3,23.8
OH-10,212972,151976,0,34,1,3,4,723716,117319,0.162106406,546380,0.754964655,22767,0.031458473,373250,0.515740981,327186,0.452091704,131987,0.182374025,56595,5.5,31
OH-11,60323,242009,0,34,1,3,-32,684617,362284,0.529177628,272681,0.39829715,32739,0.047820898,356830,0.52121113,311337,0.454760837,120193,0.175562395,42207,9.5,28
OH-12,241790,182847,13035,34,1,3,7,788335,39764,0.050440485,681978,0.865086543,20241,0.025675633,401167,0.50887884,345465,0.438221061,125940,0.159754419,76631,3,42.2
OH-13,148648,173631,8522,34,1,3,-7,704191,88437,0.125586666,571945,0.812201519,24866,0.035311442,363415,0.516074474,300920,0.427327245,137519,0.195286506,46582,5.5,23.7
OH-14,238864,158586,0,34,1,3,5,714870,35296,0.049374012,644694,0.9018339,23639,0.033067551,364587,0.510004616,282031,0.394520682,148210,0.207324409,67698,3.8,33.9
OH-15,243103,140183,0,34,1,3,7,769664,36045,0.046832124,687485,0.893227434,18388,0.023890945,380271,0.494074038,345735,0.449202509,118540,0.154015259,69844,3.4,34.7
OH-16,247335,144071,0,34,1,3,8,719744,14011,0.019466644,667377,0.927242186,18865,0.026210708,364904,0.506991375,289337,0.401999878,149127,0.207194502,68534,3.1,35.5
OK-01,213700,109641,12130,35,1,20,17,809500,69519,0.085878938,575809,0.711314392,96693,0.119447807,412698,0.509818406,387055,0.478140828,123332,0.152355775,59660,4.8,32
OK-02,216511,63472,8544,35,1,20,24,747337,23890,0.031966837,492262,0.658688115,42734,0.0571817,375171,0.502010472,328187,0.439141913,143960,0.192630634,45207,4.9,17.4
OK-03,242677,66501,0,35,1,20,27,782091,28383,0.036291173,623806,0.797613065,83281,0.106485051,390364,0.499128618,368947,0.471744337,128220,0.163945116,54629,3.4,23.7
